TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11	TCGA.AC.A2FF.11	TCGA.A1.A0SK.01	TCGA.A1.A0SP.01	TCGA.A2.A04P.01	TCGA.A2.A04Q.01	TCGA.A2.A04T.01	TCGA.A2.A04U.01	TCGA.A2.A0CM.01	TCGA.A2.A0D0.01	TCGA.A2.A0D2.01	TCGA.A2.A0ST.01	TCGA.A2.A0SX.01
CXORF40B	605.0794	601.7866	387.9837	279.3814	381.5365	340.8172	270.0285	301.2792	386.678	407.7161	507.7214	454.9435	473.5477	424.2191	542.8149	1374.724	771.2011	680.8072	553.3173	715.2176	322.4149
CXORF49B	1.2698	1.1283	0	1.5464	0.4879	0	0	1.7891	1.2027	6.7068	7.2487	14.958	0.5187	3.4709	600.1913	349.1363	3390.7927	65.486	9.2404	28.66	72.5755
CXORF51A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4615	0	0	0	0
CXORF56	173.0159	234.3206	311.0998	167.5258	288.8358	275.7072	240.7483	233.2946	281.7397	183.3186	355.8147	225.4652	101.1411	117.2387	330.6963	421.3534	412.138	160.626	299.0205	280.6117	217.4053
CXORF57	50.7937	33.4744	21.3849	20.6186	20.0038	44.0054	44.327	63.333	39.0888	42.7557	1281.4371	95.9504	29.5643	17.7401	61.8969	11.9496	15.6917	1.6474	8.8708	35.0765	40.4624
CXORF58	0.6349	1.1283	2.5458	0.5155	0	0.449	0.8133	0.7156	1.5034	0.8383	1.5758	0.7297	0.5187	1.157	0.3477	2.5977	0	2.4712	0	2.9943	2.569
CXORF65	0.9524	0.7522	0	0	0	2.6942	0	0.7156	1.2027	0.5589	0	0.3648	2.0747	6.9418	1.7387	0	2.3076	0	0.7392	13.2606	1.6057
CXORF66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXORF67	1.9048	0	0	1.0309	0.9758	0	0	0.3578	0.3007	0.2794	1.891	0	0	0.3857	0	0	0	0	1.1089	0.4278	0.9634
CXXC1	921.5873	773.6718	392.057	437.6289	403.4919	603.9515	320.4555	425.0827	640.7548	769.0438	1368.7362	1195.1842	815.3527	728.8855	1061.2884	897.7789	796.5847	593.4926	1451.8573	744.7332	622.3507
CXXC4	4.127	7.8984	9.165	2.5773	6.3427	11.6749	6.9134	7.8719	11.1253	9.2218	56.4135	20.7953	3.112	0.7713	13.5617	0	2.7691	0.8237	2.5873	2.5666	10.9184
CXXC5	432.381	535.59	393.0754	440.2062	514.2448	452.6269	294.022	235.7993	415.5435	797.5476	511.1882	396.9354	154.5643	499.4215	62.5924	66.5021	95.9963	156.0956	79.4678	340.9261	568.0796
CYB561	2525.0794	2561.354	921.5886	1141.2371	1454.9127	1533.9021	569.7438	1946.8647	2121.6171	2498.8333	1562.2439	2196.2787	2304.9793	3266.101	1945.9271	3597.3503	3167.4166	2359.1433	3394.5666	2516.9501	1663.7765
CYB561A3	1035.5556	1647.7668	1475.0509	1073.1959	1812.0543	1246.0709	1133.7942	1162.5369	1304.3616	1690.1078	485.6603	1648.6684	1033.7137	1926.7258	950.013	1677.6205	775.3548	885.0906	1689.5213	1687.9478	1121.0662
CYB561D1	453.6508	535.2139	474.0326	490.7216	505.9505	455.7701	357.0557	556.0426	511.762	605.5661	222.1872	377.2346	224.5851	139.9923	141.5283	808.4167	320.7569	162.2735	395.121	321.2491	396.9171
CYB561D2	481.8254	547.5092	258.7016	264.1237	314.2065	302.2586	192.7613	241.5601	281.4841	412.3159	148.1248	537.4134	359.9585	540.135	163.6199	137.6802	258.1424	270.1812	135.28	324.7396	168.9627
CYB5A	1759.6825	2847.2026	4593.6864	3896.3918	3913.4322	1964.5263	5797.4786	1526.4335	1596.6251	1406.7465	1191.3016	846.0416	992.2199	390.6672	546.9877	1840.7585	314.2956	560.9555	1089.2626	584.3225	654.7848
CYB5B	1262.2222	1531.1707	2197.0468	1637.1134	1992.0887	1564.8855	1969.9065	1725.0201	1530.7756	1387.185	1137.0942	1623.4951	1211.6183	1186.6564	1510.2147	1083.7771	1467.6359	2347.1993	2427.2778	1491.1774	1239.8844
CYB5D1	800.1238	661.213	619.1446	458.3814	671.3481	610.238	512.8101	798.9981	704.1989	781.3395	370.6272	284.9325	357.3651	526.0316	286.5339	344.4603	449.7565	257.8254	272.0384	341.3539	373.4746
CYB5D2	890.1587	923.3662	797.3523	547.4227	788.4436	705.8824	538.4303	630.8257	610.9872	521.1725	134.573	156.8771	382.7801	303.5094	211.7708	355.8904	125.5336	51.8946	141.5635	274.623	217.0841
CYB5R1	1860.9524	2160.4137	1467.4134	1096.3918	1552.4924	1346.6547	1439.2029	1513.1944	1534.3838	1275.9643	582.099	181.6855	786.8257	1181.6429	1137.0947	902.4549	750.4327	532.1252	565.1451	1198.5884	757.2254
CYB5R2	345.3968	203.8552	142.5662	115.4639	152.2243	211.9443	117.9341	299.4901	166.2775	221.8825	186.5742	1385.9905	783.7137	65.9468	307.7458	935.7059	952.5787	339.374	193.3099	289.1669	209.6981
CYB5R3	5641.2698	13132.111	12272.4033	9004.6392	14606.6991	11397.8446	9912.1594	5691.0278	9205.7015	4010.3731	1661.2039	3614.7391	4749.4813	4731.9707	6614.6223	4616.7035	3368.1781	2456.7545	2942.8941	3910.5978	3027.2961
CYB5R4	227.3016	262.9055	238.7984	561.3402	257.1224	233.947	311.1021	223.9914	250.168	313.2624	822.5654	441.4447	149.3776	374.0841	187.4294	290.4273	410.2919	182.4547	246.1652	455.994	464.3545
CYB5RL	55.873	65.8204	127.8004	78.866	109.2892	97.8895	151.6877	102.3347	90.2048	100.6017	167.6647	109.4491	37.3444	37.0228	42.076	88.8427	40.6138	46.9522	92.0347	46.626	64.8683
CYBA	1410.7937	1550.7287	678.2077	908.7629	590.8448	562.1913	267.1818	350.2997	829.5836	1101.3087	384.8093	2510.3977	5474.0664	2055.5341	1450.0565	1024.5486	2056.9978	1661.0379	1717.9819	3536.3063	1535.3243
CYBB	1188.8889	2008.4626	1743.3809	4894.3299	2122.3576	1062.8648	1185.4412	1460.5958	1746.0644	2100.0595	254.9638	2774.5348	506.2241	3833.3976	1277.9275	218.2102	1827.622	598.0231	1318.4254	5982.6756	2896.9171
CYBRD1	8465.7143	12344.8989	31148.6762	22108.7629	15579.5683	11916.4796	19799.512	26741.569	19343.8201	6642.7831	328.711	1896.753	1705.3942	2192.8268	1320.0035	1508.7674	1595.0156	1106.6722	814.6369	3968.3456	3492.9351
CYC1	1301.2698	1661.307	1331.4664	1289.1753	1344.1598	1395.1504	2191.5413	1053.7615	1128.4622	1505.9509	4136.7791	4781.8314	3892.6349	3689.1631	5730.3312	1264.5798	3541.2484	5212.1087	2927.0006	1266.1747	1509.955
CYCS	1603.1746	1531.5468	1348.778	1428.866	1909.146	1277.0543	1837.7389	1330.3516	1336.8353	1893.8261	3352.9783	3942.7216	4123.9627	2547.2426	2520.0383	5750.3572	3394.0233	3238.8797	2209.2035	2543.4713	1847.1419
CYCSP52	0.3175	0	0	2.0619	0	0	0.4067	0.7156	0	0.5589	0	0.3648	0	0	0.3477	0	0.923	0	0	0.4278	0
CYFIP1	4482.2222	3624.2595	3817.7189	6639.6907	4362.2986	3651.1001	3418.8695	4059.0393	4190.0134	5232.4038	1976.9934	5386.7202	1490.1452	2476.668	4151.9604	2296.9217	3446.1751	2639.6211	5605.6182	3420.8106	4050.0963
CYFIP2	455.873	532.9572	132.3829	198.9691	246.8765	334.5308	122.4075	407.9077	375.8534	721.8169	1936.653	735.8628	712.1369	835.3259	729.2011	360.0468	275.0663	96.3756	207.725	1334.1889	1832.3699
CYGB	730.1587	1402.1627	1428.2077	1191.7526	716.7226	761.5626	1474.1765	535.2894	995.5604	365.2399	100.5358	262.6779	303.4232	243.3475	89.0203	323.1589	140.7638	67.5453	209.2035	273.267	197.7874
CYHR1	882.8571	828.961	498.9817	464.9485	524.0028	589.5824	538.0236	410.4124	515.9715	501.3316	1161.3615	748.6319	1665.9751	1617.8172	1151.3518	421.3534	729.6642	877.6771	633.5243	498.3424	536.93
CYLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3477	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLD	1042.5397	1111.4245	1501.0183	1102.0619	1269.5114	1212.3934	1647.8243	1634.8511	1398.1746	1429.3818	498.5818	771.981	1795.1245	2108.7543	1575.2412	251.9808	1612.5534	592.257	766.9562	3168.8589	1696.5318
CYMP	0.6349	0.7522	2.5458	1.0309	2.4395	0.8981	0.8133	0	1.5034	0	0	0	0	0	0	1.0391	0	0	0	0	0
CYP11A1	50.1587	94.7814	48.8798	52.0619	125.8778	165.2447	82.9606	60.1127	96.2185	63.9938	11.0306	3.2835	1.0373	17.7401	10.4321	5.1955	8.3074	72.8995	5.5443	52.6147	17.0199
CYP11B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0391	0	0	0	0	0
CYP11B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119	0	0	0
CYP17A1	0.6349	0.3761	0	2.1546	0	0	0	0.3578	1.2027	0.9054	0	0.3648	0.7884	0	0	0	0	0.4119	0.3696	0	0
CYP19A1	99.0476	11.2835	11.7108	44.3299	37.0803	0.8981	21.1468	9.661	19.8451	3.9123	0	5.8373	6.2241	1.9283	3.4774	0	3.6922	1.2356	28.0909	0.8555	3.5324
CYP1A1	17.4603	3.7612	16.2933	1.5464	0	4.0413	101.2607	1.4313	0.6014	4.1917	0.9455	2.189	0	0.3857	0	8.3128	15.6917	0.8237	4.805	0	0
CYP1A2	0.6349	0.7522	0	5.1546	0.4879	0	20.3335	0.3578	0	0.2794	0	0.3648	0	0.3857	0	0.5195	0	0	0	0	0.3211
CYP1B1	1910.4762	1320.5454	787.169	3253.0928	1789.123	1527.1666	547.7837	1224.7965	1974.5833	3381.0539	262.5276	1480.1167	1345.4357	9715.3876	467.7041	417.7166	1463.0207	4565.0741	1091.1107	14015.6133	6720.9377
CYP1B1-AS1	28.5714	21.4386	13.2383	17.5258	8.7822	23.3498	14.6401	18.2485	20.7471	22.9148	0.9455	4.7428	10.8921	9.6413	2.0864	2.5977	0.923	20.5931	1.1089	11.5496	16.0565
CYP20A1	719.0476	578.0912	557.5356	670.1031	637.6831	624.1581	936.1529	758.923	727.6521	767.6465	449.417	642.8311	276.4523	439.6452	541.7717	1756.0722	543.6714	455.5189	436.5182	528.7135	753.3719
CYP21A2	327.7079	345.0983	133.1823	282.0773	102.7319	133.0983	44.087	77.3164	196.0722	130.5167	3.5046	8.019	147.6919	65.619	3.7208	4.3019	5.9905	54.8105	11.1403	214.0691	12.887
CYP24A1	11.746	4.5134	4.5825	0	0.4879	6.2865	0	3.5781	4.8109	376.1384	11.3457	20.0657	0	17.7401	6.9547	148.0712	9.6919	192.7512	11.8278	7.2719	3.2113
CYP26A1	33.0159	7.8984	1.5275	1.5464	43.4229	5.3884	0.8133	23.9735	12.9294	389.552	0.9455	125.5016	1.556	6.9418	0.6955	2.0782	26.7682	28.4185	1.1089	5.9887	10.9184
CYP26B1	114.6032	629.6192	2051.9348	928.3505	839.673	637.6291	1247.255	362.1075	501.8394	34.3722	22.6915	48.5224	92.3237	317.393	628.0101	12.4692	102.4576	73.3114	205.8769	263.929	209.6981
CYP26C1	0.9524	0	0	0.5155	0.9758	0	0.4067	0.3578	0.6014	3.6328	0	0	0	0	0	0	0.4615	0	0.3696	0.4278	0.6423
CYP27A1	1166.3492	1536.0602	770.3666	1249.4845	537.176	974.405	557.9504	1021.5583	1092.9816	2051.7148	812.7955	2026.2678	1443.9834	635.9429	1660.0887	3117.288	562.5937	1065.8979	1321.752	1858.197	1137.7649
CYP27B1	34.6032	24.0715	8.1466	3.6082	6.8306	13.022	2.8467	24.6891	15.9362	63.7144	23.0066	80.6275	282.1577	174.7011	66.7652	65.463	71.5357	26.3591	26.6125	200.6203	136.1593
CYP27C1	5.0794	11.6596	24.9491	45.3608	27.3223	12.1239	38.2269	22.1845	11.1253	33.2544	449.417	304.6333	8.8174	142.6919	73.0244	5.715	27.2297	36.2438	330.8076	66.7308	122.3507
CYP2A13	0	0	0	0	0	0	0	0	0	2.515	0.6303	0	0	0	2.0864	4.1564	0	0	0	0	10.2762
CYP2A6	1396.1905	144.8049	104.3788	26.8041	29.2739	34.1266	61.4071	21.8266	74.87	19.8409	0.3152	1.8242	0.5187	0.3857	0.3477	1.5586	0.4615	0	1.1089	5.1331	3.5324
CYP2A7	22.2222	104.5604	5.6008	2.5773	0.4879	4.0413	1.22	17.8907	23.4533	56.7282	0	2.189	0	0.7713	0	0	0.4615	0	0	0.8555	0.3211
CYP2B6	0.9524	1.5045	0	0	0	0.449	0	0.7156	1.2027	0	0	0	0	0.3857	0	0	0	0	0	0	0
CYP2B7P	402.5397	538.599	64.1548	19.5876	22.9312	16.1652	69.1338	47.947	38.1867	91.3798	0.6303	4.378	24.3776	4.2422	1.7387	2.5977	0.4615	0.4119	1.1089	13.2606	10.2762
CYP2C18	0.3175	9.779	14.2566	7.732	14.7492	11.392	3.2127	0	6.3143	0	0.9455	2.189	0	0	0.6955	0.5195	0	0	0	2.1388	8.0283
CYP2C19	0	0	0.5092	0	1.8394	2.079	1.6673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2C8	17.7778	5.6417	11.2016	2.5773	10.2459	9.4297	4.0667	8.9453	9.3212	10.6191	1.5758	6.9318	0	3.8565	0.3477	9.3519	0.4615	2.0593	1.1089	2.5666	9.3128
CYP2C9	1.9048	1.1283	3.5642	0.5155	0.9758	4.0413	1.22	0.3578	0.902	0	0	0	1.0373	0.3857	0	0	0	0	0.3696	0.4278	1.6057
CYP2D6	7.9365	3.385	4.0733	1.0309	0.9758	4.9394	13.8268	6.4406	2.4055	2.7945	96.1235	9.1208	50.3112	12.7266	15.3004	36.3684	6.9228	32.5371	21.8074	3.8499	2.569
CYP2D7	14.2857	6.7701	1.0183	1.5464	0.9758	13.9201	6.5067	1.4313	4.5102	8.9424	6.9335	10.2152	39.9378	13.4979	26.0802	14.0278	11.0765	14.827	9.9797	3.8499	11.2396
CYP2E1	23.1746	20.7804	23.1925	11.8247	9.8555	23.8797	10.8499	16.5775	28.622	17.2644	3.555	0.7297	16.0788	69.1246	3.0149	14.0278	19.3839	6.5898	5.5443	18.3082	14.1554
CYP2F1	0.3175	1.8806	0.5092	1.0309	0	0	0	0	0.3007	0	0.9455	0	1.556	0.7713	7.6502	1.0391	0	3.7068	0	0	427.4245
CYP2J2	354.2857	495.7217	3.055	1.0309	105.8739	61.0687	0	182.1272	317.8216	290.0681	141.5065	270.3393	700.2075	33.9375	0.6955	433.8226	65.0744	144.9753	14.7847	216.8752	75.1445
CYP2R1	289.5238	252.7504	184.8269	154.1237	169.3007	252.8065	213.5014	236.1571	193.9403	265.1971	166.404	196.2787	297.1992	196.6834	141.5283	77.9322	205.8382	57.2488	164.1101	165.116	216.1207
CYP2S1	79.0476	107.1932	71.2831	101.0309	49.2777	30.0853	18.3001	60.8283	76.3734	84.1142	182.7923	195.5491	65.8714	195.9121	94.9318	322.6393	87.2274	127.6771	104.6017	310.555	114.0013
CYP2U1	417.1429	442.6892	805.4939	732.9897	725.0169	605.2986	854.819	1110.6539	670.8201	369.9905	247.0848	197.3732	188.7967	267.258	151.9604	127.8088	139.37	119.4399	174.8291	272.0565	182.7232
CYP2W1	0.3175	3.7612	0	0.5155	0	0	0	0	0	0	6.9335	6.2021	0	0.3857	1.3909	4.1564	0	0.4119	0.3696	0.4278	19.589
CYP39A1	206.0317	81.2412	74.3381	77.8351	122.4625	149.9775	103.7007	301.2792	211.0793	273.5806	84.4627	122.2182	92.3237	128.8083	202.382	30.6533	30.9219	67.5453	59.5084	284.0338	257.5466
CYP3A4	1.2698	4.5134	23.4216	5.6701	25.3707	5.8374	10.1667	1.0734	6.9157	0.8383	0.3152	0	0	0	0.3477	0.5195	1.3846	0	0.7392	0	0.6423
CYP3A43	0	0	0.5092	2.5773	0	0.8981	1.22	2.1469	0.6014	0	0	0	0	0	1.0432	1.0391	0	0	0.3696	0.4278	0.6423
CYP3A5	14.2857	28.5849	32.0774	19.0722	23.907	14.3691	83.9569	66.5534	25.2573	4.7506	1.891	1.0945	3.6307	1.157	2.0864	5.715	1.8461	3.2949	0.3696	2.9943	2.2479
CYP3A7	0	6.0179	3.055	0	0.9758	1.3471	11.2037	25.7626	0.902	0.5589	11.3457	10.9449	0	0	3.1296	2.5977	0	2.883	0.3696	0.8555	0.6423
CYP46A1	23.4921	60.5548	91.1405	34.5361	100.0192	61.5177	67.1004	28.6251	20.1457	49.7419	10.4003	4.0131	21.2656	5.3992	9.7366	5.1955	4.6152	10.7084	4.4354	5.9887	6.4226
CYP4A11	12.0635	36.4833	3.055	5.1546	2.4395	2.2452	3.2534	2.5047	5.1116	54.4926	0.6303	1.0945	3.112	1.5426	0	0	0	0	0	1.2833	0.3211
CYP4A22	0.6349	0.7522	1.0183	1.0309	0	0	0	0.3578	0.3007	0.5589	0	0	8.2988	0	0	1.0391	0	1.2356	0	0	0
CYP4B1	256.1905	1191.1613	1643.5845	2161.3402	424.9594	300.4041	1891.0126	291.6182	626.0214	91.3798	2.2061	33.5644	3.6307	9.2557	1.3909	14.5473	0.4615	14.0033	12.9366	38.0708	18.9467
CYP4F11	252.0635	205.7358	93.6864	106.1856	1.9516	76.3359	0.8133	50.0939	20.7471	92.7771	149.3854	1.4593	29.5643	13.1122	7.6502	4.1564	4.1537	64.2504	0	5.5609	73.5389
CYP4F12	25.3968	48.519	101.3238	61.8557	68.7937	70.4984	144.3676	47.947	68.8563	38.564	16.7034	1.8242	21.7842	1.5426	0.6955	1.0391	3.6922	0	0.3696	40.2096	34.6821
CYP4F2	0.3175	0	0	0	0	0.449	0	0.7156	0.6014	0.8383	0	0	0	0	0	0	0	0	0	0	1.6057
CYP4F22	485.7143	90.6441	8.6558	0	14.1491	49.3938	4.88	93.0316	328.9469	693.5925	0	2.9186	1.0373	57.4624	1.7387	0.5195	4.1537	0	7.0227	216.4474	126.8465
CYP4F3	15.873	36.8594	45.3157	25.2577	0.9758	0.449	0	1.0734	0.6014	2.7945	21.1157	1.0945	0.5187	1.157	6.9547	3.6368	0.923	0	0	5.1331	205.2023
CYP4F30P	9.5238	1.8806	1.0183	0	0	0	0.4067	0.7156	0	6.1479	0	0	0	0	0	0	0	0.8237	0	0	0
CYP4F35P	26.3492	21.4386	1.0183	11.8557	7.8064	5.8374	26.0268	37.9283	10.5239	13.4136	1.891	1.0945	1.0373	3.8565	1.0432	1.0391	0.4615	0	5.1746	10.694	7.7071
CYP4F8	31.4286	69.9577	0	0	0	0	0	0.7156	12.0273	9.5013	0	0.3648	0.5187	0.3857	0	0	0	0	0	0	0.9634
CYP4V2	870.4762	487.8232	505.6008	569.0722	773.3188	782.6673	1394.0626	1126.0399	1112.2253	579.2979	353.6086	657.4243	182.5726	559.5835	373.1201	473.8278	291.6811	107.4959	137.8673	601.8608	419.0751
CYP4X1	2918.0952	4045.134	117.1079	93.299	459.1123	148.6304	240.3416	732.4448	1044.5717	701.4171	611.7239	227.6541	1327.8008	6.9418	10.4321	853.0978	12.4611	296.1285	82.7943	722.9173	40.7836
CYP4Z1	1268.8889	4466.3846	14.2566	8.7629	50.2535	8.0826	25.6202	464.4423	279.0335	158.7271	8.1941	6.2021	1016.5975	5.7848	0	45.7202	0	30.0659	9.6101	856.8068	2.8902
CYP4Z2P	154.6032	692.0545	5.6008	1.5464	18.0522	7.6336	5.2867	92.3159	36.6833	201.7622	1.2606	1.0945	95.4357	4.2422	0	5.1955	0	2.4712	2.9569	103.9461	0.3211
CYP51A1	1701.2698	1152.0451	637.9837	820.6186	1219.7457	824.8765	768.6051	1310.314	1033.7471	1615.7743	936.0227	1556.3663	1433.61	926.3401	706.946	8087.8036	927.6566	1432.0428	5271.8536	1094.2145	1483.6224
CYP7A1	1.5873	2.2567	5.0916	3.6082	2.4395	3.1432	3.2534	3.5781	5.4123	3.0739	0.6303	0	0	1.9283	0.3477	0	0.923	0	1.8481	0.8555	0.3211
CYP7B1	104.7619	61.6831	213.3401	155.6701	244.9249	179.6138	264.3351	417.9265	122.3779	200.0855	165.1434	125.1368	210.5809	406.479	84.4997	91.4404	155.5325	273.0643	233.5982	129.184	169.878
CYP8B1	8.5714	10.1551	5.6008	46.3918	13.1733	6.2865	10.1667	9.3032	10.2232	4.4712	0.3152	0.7297	22.3029	24.2962	0	0	0.923	6.5898	1.1089	13.2606	56.1978
CYR61	7164.7619	14888.5755	15814.1548	6061.8557	6112.3898	14279.2995	8360.3091	1651.3105	6064.4694	1697.9324	589.9779	2596.4976	8663.9004	2801.3884	1594.019	2265.7488	2810.1996	1574.1351	3949.732	2399.3156	3495.183
CYS1	133.0159	184.2971	183.2994	67.5258	190.2803	163.8976	108.5807	276.59	370.4411	73.4951	19.2247	25.903	109.9585	86.7721	16.3436	94.5577	62.7668	35.0082	24.7644	201.4758	103.404
CYSLTR1	66.3492	75.9756	124.2363	107.2165	115.144	102.3799	116.3074	86.5909	104.9383	61.1993	4.7274	28.0919	30.6017	51.2919	18.0822	4.1564	27.2297	11.944	27.3517	152.7109	62.9416
CYSLTR2	10.1587	17.6775	40.224	27.3196	106.8497	11.2259	17.0801	14.3126	26.7608	17.8847	2.8364	6.2021	15.0415	23.9105	11.4753	2.0782	11.0765	0	6.6531	41.4929	21.8369
CYSRT1	5.6984	6.4918	2.7851	0.9897	4.3862	5.357	1.9317	1.0949	5.3942	2.0651	1.4245	0.7333	4.5799	0.3047	2.3959	14.2668	2.4045	7.0222	0.414	1.942	0.3308
CYSTM1	744.127	1481.8994	2013.7475	1151.5464	1614.4555	1654.2434	1607.5641	809.7325	938.7314	686.0474	127.3243	440.3502	655.083	482.4528	316.4392	957.527	413.061	637.5618	609.4992	513.7418	480.411
CYTH1	1067.9365	1255.8533	1056.0081	1112.8866	729.8958	966.7714	621.7975	579.6583	987.7427	915.475	552.7892	1067.1288	1438.278	1389.8959	913.1531	954.4097	1140.8792	915.5684	1937.165	1802.588	2222.2222
CYTH2	1798.0952	1479.6427	912.4236	772.6804	684.0334	1096.5424	467.2631	658.0195	1005.7836	1245.2249	2395.5247	1437.0668	2449.6888	1499.8072	1272.016	1293.6745	1681.7815	1252.883	2360.7466	1308.0954	847.4631
CYTH3	880	1219.7461	2068.7373	1759.2784	1562.7382	1345.7566	1828.3855	1596.9228	1606.8483	1427.1462	424.2042	587.3769	665.4564	623.602	297.6615	434.3421	582.9007	795.7166	737.7564	830.7133	815.6712
CYTH4	415.2381	581.8524	663.442	832.9897	642.5621	385.7207	286.2952	264.4244	478.6869	452.428	40.3404	274.3524	196.5768	799.8457	297.6615	95.0773	512.7495	242.5865	266.1246	946.6367	564.8683
CYTIP	247.9365	270.4278	203.666	357.732	131.2446	166.5918	58.9671	162.8053	248.6646	186.672	26.7885	303.5389	435.166	1020.054	298.357	35.3293	397.3693	153.2125	334.5038	1276.0133	779.0623
CYTL1	80.6349	140.2915	38.6965	14.9485	61.9631	60.6197	53.6804	93.3894	122.6785	62.876	74.3776	37.5775	23.3402	7.7131	4.1728	8.3128	6.4613	0.4119	25.8732	47.4816	16.6988
CYYR1	902.5397	1187.7762	1613.0346	1534.5361	1765.216	1678.0422	1949.573	1592.9869	1828.4515	1070.5693	504.2546	1134.6224	623.9627	322.0208	157.1764	2497.4672	157.8401	572.8995	912.2159	1081.3817	517.9833
D2HGDH	448.8889	390.409	215.8859	212.8866	160.5185	309.8339	291.5819	117.7207	142.8243	232.2222	57.359	263.0427	689.3154	190.1273	52.1603	180.2832	201.6846	250	147.1077	183.9375	255.2987
DAAM1	469.5238	659.3324	1313.6456	592.268	1317.8133	1535.2492	834.8922	942.4814	780.2716	721.258	505.8304	829.6242	312.7593	431.1608	657.5676	55.0721	555.2094	126.8534	286.4535	553.9514	1200.3854
DAAM2	380.8603	1178.8021	3208.7831	2496.8041	2210.9599	1513.6147	3267.8081	890.8561	1162.0544	882.0278	134.6675	570.9595	212.0643	139.0089	269.3836	77.8179	242.7414	85.0824	124.5204	362.173	668.6994
DAB1	0.3175	3.7612	0.5092	1.0309	0.4879	1.7961	1.22	3.936	4.5102	27.386	34.3523	26.6326	0	0	0.6955	0	0.4615	0.8237	1.8481	0.4278	3.8536
DAB2	2340.6349	3336.1542	5218.4318	8750.5155	7312.1317	3697.7997	5306.222	4664.1023	4730.9416	2622.0703	226.9146	1251.0033	1077.8008	1796.3749	706.5983	595.402	1259.9515	214.5799	1015.7087	1357.288	1919.3963
DAB2IP	2852.6984	2486.8829	2139.5112	1137.1134	2277.0213	3044.4544	1035.3802	2202.3437	2913.6154	2247.6086	1819.4138	906.2386	1431.5353	1162.7459	2025.5585	1253.6693	1107.1882	1109.1433	3674.367	1058.7103	1078.6769
DACH1	444.7619	291.1142	100.3055	147.9381	371.2906	225.8644	309.8821	375.7044	284.1452	323.8814	58.6196	17.8767	21.2656	28.1527	12.1707	2.5977	6.4613	2.883	24.7644	83.4135	25.3693
DACH2	0.9524	4.1373	0	0	2.9274	0.8981	1.22	6.0828	3.3075	1.1178	16.0731	2.9186	0.5187	0.3857	131.444	0	0.4615	0.8237	0	0	5.4592
DACT1	115.5556	136.1542	225.5601	160.8247	237.1186	182.308	190.7279	369.2638	418.851	198.4088	142.4519	118.9347	247.4066	247.9753	83.8042	247.3048	239.0677	39.5387	175.1987	103.9461	438.6641
DACT2	77.1429	87.6352	57.0265	256.1856	89.7733	79.0301	56.527	126.3083	205.667	26.5477	167.3495	200.6567	4.668	12.3409	5.5638	56.6307	4.1537	66.7216	1.8481	52.6147	4.1747
DACT3	111.1111	66.5726	74.3381	94.8454	109.2892	75.8868	75.2338	173.5397	147.3345	188.3487	90.4507	69.3178	184.1286	109.5256	42.7715	80.5299	43.8445	51.0708	45.4629	68.0141	67.4374
DAD1	2713.3333	3111.2365	2490.3259	2459.7938	2512.1883	2229.9057	2068.3205	3321.9429	2845.0597	2441.2668	1626.5364	1998.9055	3991.1826	2883.5326	1582.5437	3221.1976	2086.5351	1706.3427	3552.0237	2168.3242	1720.2954
DAD1P1	0	0	0	0	0	0	0.4067	1.0734	0	0.2794	0.6303	0.7297	0.5187	0	0	0	0	1.2356	0	0	0
DAG1	4082.2222	3606.9582	3068.7373	2632.4742	4359.3712	4376.291	2478.6499	4907.4157	4579.6982	6084.7234	2138.67	12524.626	2029.0456	4140.3779	6853.8642	2450.1883	2834.6602	4983.5255	3684.7163	2846.3266	2603.404
DAGLA	287.9365	168.1241	126.2729	186.0825	165.8854	247.4181	106.1407	240.8087	214.0861	333.9416	350.1418	235.3156	177.9046	210.5669	136.3123	303.416	47.5366	61.3674	371.8352	139.0226	155.4271
DAGLB	482.2222	466.7607	320.7739	393.8144	332.7466	380.7813	247.255	316.3074	383.3704	487.0797	378.8213	550.1642	673.2365	465.8696	249.674	210.4169	410.2919	598.0231	339.6784	582.1837	336.2235
DALRD3	799.0349	669.3446	388.4063	476.9948	530.0478	586.9466	477.7145	627.0436	649.18	825.716	172.6662	891.6636	224.7147	716.1396	346.5392	181.0313	419.5777	342.1376	230.3086	520.509	377.0681
DANCR	922.5397	561.9182	240.835	227.8351	334.2103	440.952	346.0756	788.2637	494.623	795.312	1075.9534	583.3637	4606.8465	1232.1635	2791.6196	8087.2841	1507.7882	387.1499	784.3282	398.6739	445.729
